order.id;order.line;order.date;customer.id;product.id;quantity
133;8;02/07/2011;22;97;1
134;9;02/07/2011;22;92;1
135;10;02/07/2011;22;18;1
136;11;02/07/2011;22;12;1
137;1;02/07/2011;14;16;1
138;2;02/07/2011;14;13;1
139;3;02/07/2011;14;71;1
140;1;02/09/2011;3;13;1
141;1;02/10/2011;10;8;1
142;2;02/10/2011;10;79;1
143;3;02/10/2011;10;20;1
144;4;02/10/2011;10;92;2
145;5;02/10/2011;10;71;1
146;6;02/10/2011;10;70;1
147;7;02/10/2011;10;78;3
148;8;02/10/2011;10;89;1
149;9;02/10/2011;10;80;1
150;10;02/10/2011;10;61;1
151;11;02/10/2011;10;69;1
152;12;02/10/2011;10;40;2
153;1;02/10/2011;2;47;1
154;2;02/10/2011;2;79;1
155;3;02/10/2011;2;61;1
156;4;02/10/2011;2;97;1
157;5;02/10/2011;2;66;2
158;6;02/10/2011;2;5;1
159;7;02/10/2011;2;58;1
160;8;02/10/2011;2;89;1
161;9;02/10/2011;2;7;1
162;10;02/10/2011;2;72;1
163;11;02/10/2011;2;6;1
164;12;02/10/2011;2;25;1
165;13;02/10/2011;2;75;1
166;14;02/10/2011;2;38;1
167;15;02/10/2011;2;62;1
168;16;02/10/2011;2;60;1
169;17;02/10/2011;2;52;1
170;18;02/10/2011;2;12;2
171;19;02/10/2011;2;15;1
172;1;02/11/2011;2;79;1
173;2;02/11/2011;2;69;1
174;3;02/11/2011;2;66;1
175;4;02/11/2011;2;54;1
176;5;02/11/2011;2;3;1
177;1;2/14/2011;22;9;3
178;2;2/14/2011;22;7;1
179;1;2/15/2011;2;65;1
180;2;2/15/2011;2;71;1
181;3;2/15/2011;2;82;1
182;4;2/15/2011;2;50;1
183;1;2/15/2011;16;19;2
184;2;2/15/2011;16;45;1
185;3;2/15/2011;16;53;1
186;4;2/15/2011;16;34;1
187;5;2/15/2011;16;71;1
188;6;2/15/2011;16;69;1
189;7;2/15/2011;16;28;1
190;8;2/15/2011;16;12;2
191;9;2/15/2011;16;75;6
192;10;2/15/2011;16;7;1
193;11;2/15/2011;16;76;1
194;12;2/15/2011;16;80;3
195;13;2/15/2011;16;44;1
196;14;2/15/2011;16;56;1
197;15;2/15/2011;16;91;1
198;16;2/15/2011;16;60;1
199;17;2/15/2011;16;26;1
200;18;2/15/2011;16;15;1
201;19;2/15/2011;16;46;1
202;20;2/15/2011;16;82;3
203;21;2/15/2011;16;73;2
204;22;2/15/2011;16;85;1
205;23;2/15/2011;16;16;1
206;1;2/15/2011;8;97;2
207;2;2/15/2011;8;93;1
208;1;2/16/2011;10;97;1
209;2;2/16/2011;10;2;1
210;3;2/16/2011;10;19;1
211;4;2/16/2011;10;71;1
212;5;2/16/2011;10;94;1
213;6;2/16/2011;10;41;1
214;7;2/16/2011;10;72;1
215;8;2/16/2011;10;30;1
216;9;2/16/2011;10;90;1
217;10;2/16/2011;10;47;2
218;11;2/16/2011;10;92;1
219;12;2/16/2011;10;55;1
220;13;2/16/2011;10;14;1
221;14;2/16/2011;10;95;1
222;15;2/16/2011;10;76;1
223;16;2/16/2011;10;42;1
224;17;2/16/2011;10;9;3
225;18;2/16/2011;10;89;1
226;19;2/16/2011;10;83;1
227;20;2/16/2011;10;84;1
228;21;2/16/2011;10;93;1
229;22;2/16/2011;10;18;1
230;23;2/16/2011;10;13;1
231;24;2/16/2011;10;96;1
232;25;2/16/2011;10;56;1
233;1;2/17/2011;20;12;2
234;2;2/17/2011;20;77;1
235;3;2/17/2011;20;86;1
236;4;2/17/2011;20;74;1
237;5;2/17/2011;20;36;1
238;6;2/17/2011;20;90;1
239;7;2/17/2011;20;18;3
240;8;2/17/2011;20;46;1
241;9;2/17/2011;20;1;1
242;1;2/18/2011;30;75;1
243;2;2/18/2011;30;24;1
244;3;2/18/2011;30;39;1
245;4;2/18/2011;30;69;1
246;5;2/18/2011;30;86;1
247;6;2/18/2011;30;47;1
248;7;2/18/2011;30;72;1
249;8;2/18/2011;30;81;1
250;9;2/18/2011;30;79;1
251;10;2/18/2011;30;54;1
252;11;2/18/2011;30;63;3
253;12;2/18/2011;30;27;1
254;13;2/18/2011;30;68;1
255;14;2/18/2011;30;74;2
256;15;2/18/2011;30;66;2
257;16;2/18/2011;30;85;1
258;17;2/18/2011;30;26;1
259;18;2/18/2011;30;53;1
260;19;2/18/2011;30;78;1
261;20;2/18/2011;30;57;1
262;1;2/18/2011;8;83;2
263;1;2/21/2011;5;1;1
264;2;2/21/2011;5;39;1
265;3;2/21/2011;5;2;1
266;4;2/21/2011;5;14;2
267;5;2/21/2011;5;53;1
268;6;2/21/2011;5;54;1
269;7;2/21/2011;5;36;2
270;1;2/22/2011;10;70;3
271;2;2/22/2011;10;96;1
272;3;2/22/2011;10;87;1
273;4;2/22/2011;10;79;1
274;5;2/22/2011;10;65;1
275;6;2/22/2011;10;46;1
276;7;2/22/2011;10;72;1
277;8;2/22/2011;10;58;1
278;9;2/22/2011;10;52;1
279;10;2/22/2011;10;57;1
280;11;2/22/2011;10;66;1
281;12;2/22/2011;10;61;1
282;13;2/22/2011;10;80;1
283;14;2/22/2011;10;90;1
284;15;2/22/2011;10;73;1
285;16;2/22/2011;10;6;1
286;17;2/22/2011;10;41;1
287;18;2/22/2011;10;74;1
288;19;2/22/2011;10;9;3
289;20;2/22/2011;10;50;1
290;21;2/22/2011;10;63;1
291;22;2/22/2011;10;20;1
292;23;2/22/2011;10;83;1
293;24;2/22/2011;10;93;1
294;25;2/22/2011;10;44;1
295;26;2/22/2011;10;42;1
296;27;2/22/2011;10;71;1
297;28;2/22/2011;10;86;1
298;29;2/22/2011;10;97;1
299;1;2/22/2011;14;73;1
300;1;2/22/2011;13;29;1
301;2;2/22/2011;13;65;2
302;1;2/22/2011;13;75;1
303;2;2/22/2011;13;95;3
304;3;2/22/2011;13;42;1
305;4;2/22/2011;13;90;1
306;5;2/22/2011;13;25;4
307;6;2/22/2011;13;7;1
308;7;2/22/2011;13;24;1
309;8;2/22/2011;13;15;1
310;9;2/22/2011;13;5;3
311;10;2/22/2011;13;1;1
312;11;2/22/2011;13;17;2
313;12;2/22/2011;13;2;1
314;13;2/22/2011;13;72;1
315;14;2/22/2011;13;18;1
316;15;2/22/2011;13;41;1
317;16;2/22/2011;13;71;1
318;17;2/22/2011;13;52;1
319;18;2/22/2011;13;44;1
320;1;2/28/2011;24;18;1
321;2;2/28/2011;24;84;1
322;3;2/28/2011;24;65;1
323;4;2/28/2011;24;70;1
324;5;2/28/2011;24;37;6
325;6;2/28/2011;24;88;1
326;7;2/28/2011;24;73;7
327;8;2/28/2011;24;19;1
328;9;2/28/2011;24;61;1
329;10;2/28/2011;24;23;1
330;11;2/28/2011;24;31;2
331;12;2/28/2011;24;71;1
332;13;2/28/2011;24;50;1
333;1;2/28/2011;16;34;1
334;2;2/28/2011;16;41;1
335;3;2/28/2011;16;19;1
336;4;2/28/2011;16;44;1
337;5;2/28/2011;16;89;1
338;6;2/28/2011;16;71;1
339;7;2/28/2011;16;95;1
340;8;2/28/2011;16;65;1
341;9;2/28/2011;16;79;1
342;10;2/28/2011;16;36;1
343;11;2/28/2011;16;90;1
344;12;2/28/2011;16;77;1
345;13;2/28/2011;16;48;1
346;14;2/28/2011;16;96;1
347;15;2/28/2011;16;18;1
348;1;2/28/2011;2;27;3
349;2;2/28/2011;2;63;1
350;3;2/28/2011;2;64;1
351;4;2/28/2011;2;50;1
352;5;2/28/2011;2;54;1
353;6;2/28/2011;2;67;1
354;1;2/28/2011;8;76;1
355;2;2/28/2011;8;61;1
356;3;2/28/2011;8;47;1
357;4;2/28/2011;8;65;2
358;1;03/03/2011;10;8;1
359;2;03/03/2011;10;65;5
360;3;03/03/2011;10;28;1
361;4;03/03/2011;10;21;1
362;5;03/03/2011;10;51;1
363;6;03/03/2011;10;67;1
364;7;03/03/2011;10;93;1
365;8;03/03/2011;10;75;1
366;9;03/03/2011;10;84;1
367;10;03/03/2011;10;35;1
368;11;03/03/2011;10;86;1
369;12;03/03/2011;10;52;1
370;13;03/03/2011;10;91;3
371;1;03/03/2011;30;76;1
372;2;03/03/2011;30;47;1
373;3;03/03/2011;30;51;1
374;4;03/03/2011;30;50;1
375;5;03/03/2011;30;48;1
376;6;03/03/2011;30;59;1
377;7;03/03/2011;30;21;1
378;8;03/03/2011;30;74;1
379;9;03/03/2011;30;39;1
380;10;03/03/2011;30;62;1
381;11;03/03/2011;30;23;1
382;12;03/03/2011;30;52;1
383;13;03/03/2011;30;4;1
384;14;03/03/2011;30;77;1
385;15;03/03/2011;30;26;1
386;16;03/03/2011;30;1;1
387;17;03/03/2011;30;12;1
388;18;03/03/2011;30;90;1
389;19;03/03/2011;30;54;4
390;1;03/08/2011;11;7;1
391;1;03/09/2011;10;52;1
392;2;03/09/2011;10;97;1
393;1;03/10/2011;10;7;3
394;2;03/10/2011;10;96;1
395;1;03/10/2011;13;46;1
396;1;03/10/2011;17;19;1
397;1;03/11/2011;7;65;1
398;2;03/11/2011;7;11;1
399;1;03/11/2011;13;37;1
400;2;03/11/2011;13;29;1
401;3;03/11/2011;13;13;1
402;4;03/11/2011;13;93;1
403;5;03/11/2011;13;27;1
404;6;03/11/2011;13;44;1
405;1;3/15/2011;11;30;1
406;2;3/15/2011;11;54;1
407;1;3/15/2011;17;3;1
408;1;3/16/2011;20;72;2
409;1;3/18/2011;17;39;2
410;2;3/18/2011;17;9;1
411;3;3/18/2011;17;82;1
412;4;3/18/2011;17;58;1
413;5;3/18/2011;17;34;1
414;6;3/18/2011;17;59;2
415;1;3/21/2011;9;60;1
416;1;3/22/2011;5;40;3
417;2;3/22/2011;5;67;1
418;3;3/22/2011;5;12;1
419;4;3/22/2011;5;13;1
420;1;3/22/2011;5;51;1
421;2;3/22/2011;5;40;2
422;3;3/22/2011;5;8;1
423;4;3/22/2011;5;58;1
424;5;3/22/2011;5;27;2
425;6;3/22/2011;5;38;1
426;7;3/22/2011;5;36;1
427;1;3/22/2011;25;76;1
428;2;3/22/2011;25;35;7
429;3;3/22/2011;25;13;1
430;4;3/22/2011;25;44;1
431;5;3/22/2011;25;1;2
432;6;3/22/2011;25;79;1
433;7;3/22/2011;25;32;1
434;8;3/22/2011;25;16;1
435;9;3/22/2011;25;24;1
436;10;3/22/2011;25;15;4
437;11;3/22/2011;25;29;1
438;12;3/22/2011;25;45;3
439;13;3/22/2011;25;23;1
440;14;3/22/2011;25;89;2
441;15;3/22/2011;25;26;1
442;16;3/22/2011;25;20;1
443;17;3/22/2011;25;9;1
444;18;3/22/2011;25;70;1
445;19;3/22/2011;25;4;1
446;20;3/22/2011;25;43;1
447;21;3/22/2011;25;6;1
448;22;3/22/2011;25;38;1
449;23;3/22/2011;25;36;1
450;24;3/22/2011;25;37;1
451;25;3/22/2011;25;2;1
452;26;3/22/2011;25;5;1
453;1;3/23/2011;15;32;1
454;2;3/23/2011;15;89;1
455;3;3/23/2011;15;45;1
456;4;3/23/2011;15;84;1
457;5;3/23/2011;15;15;2
458;6;3/23/2011;15;90;1
459;7;3/23/2011;15;95;1
460;8;3/23/2011;15;43;1
461;1;3/23/2011;28;23;1
462;2;3/23/2011;28;61;2
463;3;3/23/2011;28;26;1
464;1;3/23/2011;6;78;2
465;2;3/23/2011;6;48;1
466;1;3/24/2011;10;19;2
467;2;3/24/2011;10;91;1
468;3;3/24/2011;10;75;1
469;1;3/25/2011;16;82;1
470;2;3/25/2011;16;75;1
471;3;3/25/2011;16;15;1
472;1;3/28/2011;19;10;1
473;1;3/28/2011;1;74;1
474;2;3/28/2011;1;72;1
475;3;3/28/2011;1;27;1
476;4;3/28/2011;1;59;7
477;5;3/28/2011;1;91;1
478;6;3/28/2011;1;93;1
479;7;3/28/2011;1;60;1
480;8;3/28/2011;1;62;1
481;9;3/28/2011;1;83;1
482;1;3/31/2011;8;92;1
483;2;3/31/2011;8;51;7
484;3;3/31/2011;8;73;1
485;1;04/01/2011;1;4;1
486;2;04/01/2011;1;39;1
487;1;04/05/2011;9;95;1
488;2;04/05/2011;9;29;3
489;3;04/05/2011;9;40;1
490;4;04/05/2011;9;76;1
491;5;04/05/2011;9;20;8
492;6;04/05/2011;9;71;1
493;1;04/05/2011;28;60;1
494;2;04/05/2011;28;42;1
495;3;04/05/2011;28;26;1
496;4;04/05/2011;28;67;1
497;5;04/05/2011;28;83;1
498;6;04/05/2011;28;28;1
499;7;04/05/2011;28;39;7
500;8;04/05/2011;28;85;1
501;9;04/05/2011;28;61;1
502;10;04/05/2011;28;65;1
503;11;04/05/2011;28;59;1
504;12;04/05/2011;28;17;1
505;13;04/05/2011;28;68;1
506;14;04/05/2011;28;55;1
507;15;04/05/2011;28;27;1
508;16;04/05/2011;28;18;1
509;17;04/05/2011;28;3;1
510;18;04/05/2011;28;11;1
511;19;04/05/2011;28;7;1
512;20;04/05/2011;28;25;1
513;21;04/05/2011;28;44;1
514;22;04/05/2011;28;14;1
515;23;04/05/2011;28;54;3
516;24;04/05/2011;28;43;1
517;25;04/05/2011;28;24;1
518;26;04/05/2011;28;31;1
519;27;04/05/2011;28;30;1
520;1;04/06/2011;5;6;4
521;2;04/06/2011;5;13;1
522;3;04/06/2011;5;61;1
523;4;04/06/2011;5;24;1
524;5;04/06/2011;5;7;1
525;6;04/06/2011;5;2;1
526;7;04/06/2011;5;18;1
527;8;04/06/2011;5;63;1
528;1;04/06/2011;8;82;3
529;2;04/06/2011;8;15;1
530;3;04/06/2011;8;70;1
531;4;04/06/2011;8;87;1
532;5;04/06/2011;8;55;1
533;6;04/06/2011;8;7;1
534;7;04/06/2011;8;72;2
535;1;04/06/2011;10;72;1
536;2;04/06/2011;10;31;1
537;3;04/06/2011;10;20;1
538;4;04/06/2011;10;33;1
539;5;04/06/2011;10;30;2
540;6;04/06/2011;10;75;2
541;7;04/06/2011;10;41;1
542;8;04/06/2011;10;42;1
543;9;04/06/2011;10;83;1
544;10;04/06/2011;10;70;2
545;11;04/06/2011;10;9;2
546;12;04/06/2011;10;23;2
547;13;04/06/2011;10;91;1
548;14;04/06/2011;10;89;1
549;15;04/06/2011;10;97;1
550;16;04/06/2011;10;77;1
551;17;04/06/2011;10;48;1
552;1;04/07/2011;8;14;2
553;2;04/07/2011;8;10;1
554;3;04/07/2011;8;53;4
555;4;04/07/2011;8;15;1
556;5;04/07/2011;8;20;2
557;6;04/07/2011;8;93;1
558;7;04/07/2011;8;50;1
559;8;04/07/2011;8;92;1
560;9;04/07/2011;8;79;1
561;10;04/07/2011;8;97;2
562;11;04/07/2011;8;37;1
563;12;04/07/2011;8;47;1
564;1;04/07/2011;22;91;2
565;2;04/07/2011;22;17;2
566;3;04/07/2011;22;4;1
567;4;04/07/2011;22;1;2
568;5;04/07/2011;22;26;1
569;6;04/07/2011;22;19;1
570;7;04/07/2011;22;31;3
571;8;04/07/2011;22;22;1
572;9;04/07/2011;22;80;1
573;10;04/07/2011;22;2;1
574;11;04/07/2011;22;34;1
575;12;04/07/2011;22;44;1
576;13;04/07/2011;22;30;1
577;14;04/07/2011;22;65;1
578;15;04/07/2011;22;35;1
579;16;04/07/2011;22;38;1
580;1;04/08/2011;21;17;1
581;1;04/11/2011;17;38;1
582;2;04/11/2011;17;74;1
583;3;04/11/2011;17;62;1
584;4;04/11/2011;17;13;1
585;1;04/12/2011;11;10;1
586;2;04/12/2011;11;29;2
587;3;04/12/2011;11;40;1
588;4;04/12/2011;11;35;2
589;5;04/12/2011;11;31;1
590;6;04/12/2011;11;56;4
591;1;04/12/2011;11;77;1
592;2;04/12/2011;11;91;1
593;3;04/12/2011;11;88;1
594;4;04/12/2011;11;38;1
595;5;04/12/2011;11;36;3
596;6;04/12/2011;11;18;2
597;7;04/12/2011;11;45;1
598;8;04/12/2011;11;16;1
599;9;04/12/2011;11;47;1
600;10;04/12/2011;11;51;1
601;11;04/12/2011;11;33;1
602;12;04/12/2011;11;89;1
603;13;04/12/2011;11;66;1
604;14;04/12/2011;11;81;1
605;15;04/12/2011;11;8;1
606;16;04/12/2011;11;93;2
607;17;04/12/2011;11;34;1
608;18;04/12/2011;11;86;1
609;19;04/12/2011;11;59;1
610;20;04/12/2011;11;52;1
611;21;04/12/2011;11;76;2
612;22;04/12/2011;11;83;1
613;1;04/12/2011;27;62;1
614;2;04/12/2011;27;17;2
615;3;04/12/2011;27;47;1
616;4;04/12/2011;27;60;1
617;5;04/12/2011;27;9;1
618;6;04/12/2011;27;42;1
619;7;04/12/2011;27;10;1
620;8;04/12/2011;27;8;1
621;9;04/12/2011;27;46;1
622;10;04/12/2011;27;71;1
623;11;04/12/2011;27;28;1
624;12;04/12/2011;27;1;1
625;13;04/12/2011;27;23;1
626;14;04/12/2011;27;83;2
627;15;04/12/2011;27;14;1
628;16;04/12/2011;27;94;2
629;17;04/12/2011;27;93;1
630;18;04/12/2011;27;16;1
631;19;04/12/2011;27;29;1
632;20;04/12/2011;27;19;1
633;21;04/12/2011;27;90;1
634;22;04/12/2011;27;37;1
635;23;04/12/2011;27;95;1
636;24;04/12/2011;27;69;1
637;25;04/12/2011;27;54;1
638;26;04/12/2011;27;84;2
639;27;04/12/2011;27;58;1
640;28;04/12/2011;27;5;1
641;1;04/12/2011;10;59;1
642;1;4/13/2011;21;54;2
643;2;4/13/2011;21;36;1
644;3;4/13/2011;21;76;1
645;4;4/13/2011;21;29;1
646;5;4/13/2011;21;21;1
647;6;4/13/2011;21;80;1
648;1;4/13/2011;16;14;1
649;2;4/13/2011;16;80;1
650;3;4/13/2011;16;78;1
651;4;4/13/2011;16;6;6
652;5;4/13/2011;16;65;1
653;6;4/13/2011;16;90;1
654;7;4/13/2011;16;9;1
655;8;4/13/2011;16;31;2
656;9;4/13/2011;16;67;1
657;10;4/13/2011;16;35;1
658;11;4/13/2011;16;92;1
659;1;4/13/2011;13;14;1
660;1;4/14/2011;10;79;1
661;2;4/14/2011;10;18;1
662;1;4/14/2011;10;85;1
663;2;4/14/2011;10;19;2
664;3;4/14/2011;10;97;2
665;4;4/14/2011;10;33;1
666;5;4/14/2011;10;76;1
667;6;4/14/2011;10;69;1
668;7;4/14/2011;10;94;1
669;8;4/14/2011;10;93;1
670;9;4/14/2011;10;7;2
671;10;4/14/2011;10;59;1
672;11;4/14/2011;10;66;1
673;1;4/14/2011;22;20;1
674;2;4/14/2011;22;14;1
675;3;4/14/2011;22;7;1
676;4;4/14/2011;22;6;1
677;5;4/14/2011;22;65;1
678;6;4/14/2011;22;28;1
679;7;4/14/2011;22;74;1
680;8;4/14/2011;22;33;1
681;9;4/14/2011;22;46;3
682;10;4/14/2011;22;1;1
683;11;4/14/2011;22;55;1
684;12;4/14/2011;22;13;6
685;13;4/14/2011;22;43;1
686;14;4/14/2011;22;41;1
687;15;4/14/2011;22;10;1
688;16;4/14/2011;22;84;1
689;17;4/14/2011;22;18;1
690;18;4/14/2011;22;79;1
691;19;4/14/2011;22;39;2
692;20;4/14/2011;22;37;6
693;21;4/14/2011;22;31;1
694;1;4/14/2011;30;74;1
695;1;4/14/2011;6;24;1
696;2;4/14/2011;6;5;1
697;1;4/15/2011;8;9;2
698;2;4/15/2011;8;85;1
699;3;4/15/2011;8;81;1
700;1;4/18/2011;8;91;2
701;2;4/18/2011;8;48;1
702;3;4/18/2011;8;95;1
703;4;4/18/2011;8;79;2
704;5;4/18/2011;8;60;1
705;6;4/18/2011;8;76;1
706;7;4/18/2011;8;90;1
707;8;4/18/2011;8;92;1
708;9;4/18/2011;8;8;1
709;10;4/18/2011;8;77;2
710;11;4/18/2011;8;13;1
711;12;4/18/2011;8;64;1
712;13;4/18/2011;8;71;2
713;14;4/18/2011;8;58;2
714;15;4/18/2011;8;80;1
715;16;4/18/2011;8;28;1
716;17;4/18/2011;8;20;1
717;18;4/18/2011;8;52;1
718;19;4/18/2011;8;57;1
719;20;4/18/2011;8;87;1
720;21;4/18/2011;8;17;1
721;1;4/18/2011;28;10;1
722;2;4/18/2011;28;64;1
723;3;4/18/2011;28;74;10
724;1;4/18/2011;2;58;1
725;2;4/18/2011;2;78;1
726;3;4/18/2011;2;44;1
727;4;4/18/2011;2;83;2
728;1;4/18/2011;8;57;4
729;1;4/19/2011;10;48;1
730;1;4/19/2011;10;73;1
731;2;4/19/2011;10;61;1
732;3;4/19/2011;10;49;1
733;4;4/19/2011;10;95;1
734;5;4/19/2011;10;59;1
735;6;4/19/2011;10;60;1
736;7;4/19/2011;10;42;1
737;8;4/19/2011;10;93;1
738;9;4/19/2011;10;53;2
739;10;4/19/2011;10;80;2
740;11;4/19/2011;10;68;4
741;12;4/19/2011;10;36;1
742;1;4/20/2011;10;65;2
743;2;4/20/2011;10;95;2
744;1;4/21/2011;10;49;1
745;2;4/21/2011;10;59;1
746;3;4/21/2011;10;46;1
747;1;4/21/2011;2;57;1
748;1;4/22/2011;29;19;1
749;2;4/22/2011;29;97;1
750;1;4/22/2011;6;7;1
751;2;4/22/2011;6;73;1
752;3;4/22/2011;6;4;1
753;4;4/22/2011;6;14;1
754;5;4/22/2011;6;46;1
755;1;4/22/2011;16;61;1
756;2;4/22/2011;16;6;1
757;3;4/22/2011;16;37;1
758;4;4/22/2011;16;91;1
759;5;4/22/2011;16;92;1
760;6;4/22/2011;16;29;1
761;7;4/22/2011;16;28;1
762;8;4/22/2011;16;33;2
763;9;4/22/2011;16;35;1
764;1;4/25/2011;10;60;1
765;2;4/25/2011;10;89;1
766;3;4/25/2011;10;58;1
767;4;4/25/2011;10;95;1
768;5;4/25/2011;10;76;1
769;6;4/25/2011;10;51;1
770;7;4/25/2011;10;92;1
771;8;4/25/2011;10;69;2
772;9;4/25/2011;10;50;1
773;10;4/25/2011;10;79;1
774;11;4/25/2011;10;94;1
775;12;4/25/2011;10;88;1
776;13;4/25/2011;10;80;2
777;14;4/25/2011;10;63;1
778;15;4/25/2011;10;75;1
779;16;4/25/2011;10;42;1
780;17;4/25/2011;10;14;1
781;18;4/25/2011;10;46;1
782;19;4/25/2011;10;27;1
783;20;4/25/2011;10;70;2
784;21;4/25/2011;10;65;1
785;22;4/25/2011;10;84;2
786;23;4/25/2011;10;48;1
787;24;4/25/2011;10;72;1
788;25;4/25/2011;10;64;1
789;26;4/25/2011;10;52;1
790;27;4/25/2011;10;44;2
791;1;4/25/2011;10;75;2
792;2;4/25/2011;10;90;1
793;3;4/25/2011;10;92;1
794;4;4/25/2011;10;67;1
795;5;4/25/2011;10;59;1
796;6;4/25/2011;10;54;1
797;7;4/25/2011;10;83;1
798;8;4/25/2011;10;71;1
799;9;4/25/2011;10;84;1
800;1;4/26/2011;11;14;1
801;1;4/26/2011;15;12;1
802;2;4/26/2011;15;29;1
803;3;4/26/2011;15;73;1
804;4;4/26/2011;15;24;1
805;5;4/26/2011;15;79;2
806;1;4/26/2011;10;53;1
807;2;4/26/2011;10;30;1
808;3;4/26/2011;10;65;2
809;4;4/26/2011;10;60;1
810;5;4/26/2011;10;93;1
811;6;4/26/2011;10;70;2
812;7;4/26/2011;10;89;1
813;8;4/26/2011;10;51;1
814;9;4/26/2011;10;75;8
815;10;4/26/2011;10;87;1
816;11;4/26/2011;10;63;1
817;12;4/26/2011;10;74;1
818;13;4/26/2011;10;79;1
819;14;4/26/2011;10;78;1
820;15;4/26/2011;10;76;1
